p_id,stimulus,count,difficulty,liking,GMS.general,gender,age,part
7b7edb73ba9edbecadad8de4684754fbfbb427f07e2e5d79620488a6da9c1aec,part2_02.wav,16,5,4,5.22222222222222,female,42.1666666666667,PART2
32acb628ea7040ec9d44bcb1731aa6c0735a8bd710981f2cebef6e0bef3f5664,part2_02.wav,0,5,6,4.33333333333333,female,23.5,PART2
7493d9850cd01346d44db84cc81be95fb11e2574659b2f529375ebde4ac1ac0d,part2_02.wav,46,4,6,2.88888888888889,male,49.75,PART2
f87cac4db0a2548634dba93b7d81a06f0c4259ac31c9bb3cd7e946de688b8084,part2_02.wav,16,3,4,5.66666666666667,female,39.25,PART2
e87267036970e7483f28b8dfd89469e40a766f5670dbfb2ccf04c6cc63e9879b,part2_02.wav,4,3,4,3.66666666666667,female,75.6666666666667,PART2
c41811fae2c48eed8d9f03e13ca931b8e7236b25b150239adbca989a4a6d12ad,part2_02.wav,15,4,5,3.27777777777778,male,27.4166666666667,PART2
14a6d653d5e48fb50104a9bea2b6e2ec49a6923ae3ad123f99af02a3b76d4671,part2_02.wav,2,4,5,2.77777777777778,male,60.5833333333333,PART2
8cc4b649a81f1cf378e04047608ba8967fdd27b6bd4b675ac81debee88b60d1e,part2_02.wav,20,5,3,5.55555555555556,male,44.6666666666667,PART2
8e8be3c86fc9ab61cb0158a4052efc712b938cdae48ee92aa11673b8a1a76afa,part2_02.wav,3,4,6,3.55555555555556,female,69.9166666666667,PART2
93b46bde734d3c092cb9833eb050550d412488b73c624696d5233c422de40ee2,part2_02.wav,12,5,3,5.66666666666667,rather not say,41.1666666666667,PART2
2ab50c484482b80b582cd1eeee0329e8c14a561c62e5db6934287f8bd205f78e,part2_02.wav,13,5,6,3.88888888888889,female,24.8333333333333,PART2
ba879cfb3d7cdf3ac30fb0b060dd5e2e63c574f8cce8361fa98433e17727480a,part2_02.wav,11,5,5,4.88888888888889,male,25,PART2
0562cea5e250460cd78d6795a033399bd2d9b9009f0e536174f184631406aa74,part2_02.wav,5,1,3,5.11111111111111,female,55,PART2
1b5e4f4d59054753cae0bd56e4cfa990c375cf386816b375970ffbc9fde3880e,part2_02.wav,6,2,5,5.16666666666667,female,33.8333333333333,PART2
c5bd286ff4bed5c9731c8539968f210eb1428b19ee3944bcc972b0e918fec1c4,part2_02.wav,13,4,3,6.05555555555556,male,46.5833333333333,PART2
a9b2addb77ab110a0cab9586c341933885c2895e424bf9c44c2e8c8f1da3fe1e,part2_02.wav,3,1,6,3.66666666666667,male,65.3333333333333,PART2
53fa1e3118a2275999912d3201f53d581492823ef6ca6dc6d534fde1da327001,part2_02.wav,7,3,6,5.55555555555556,female,27.6666666666667,PART2
c69d984eb971643cc49962b8ce6180032a75e01d8c3bcef1547cf3d295c740e8,part2_02.wav,11,4,4,3.22222222222222,male,53.3333333333333,PART2
9205af58db9d4440016bdd8ec4541109e76a1bc9d83570c80a8819f595f0988c,part2_02.wav,21,5,4,4.83333333333333,female,24.8333333333333,PART2
e8ecc59b58330e1bc6bf8c625d232f783bb83248db88051c62f8672d021a4f40,part2_02.wav,0,6,5,2.33333333333333,male,33.75,PART2
8a0b82899334cf0a041e02f17a3479edeaa119c90b988922f66c32a10f01bccf,part2_02.wav,12,4,5,5.55555555555556,female,29.75,PART2
2dedebbd3051052c601663368779982db45c8bb8acd889ec9d6b5a800aa18ebe,part2_02.wav,18,4,6,4.22222222222222,male,21.1666666666667,PART2
69dd6a69a291ca7c6cd1f7bc9cbd85c9b3df820c996e9a8921e4b54b37632bbe,part2_02.wav,25,4,3,5.5,female,48.5,PART2
05009352e1e99cac1d3a636955baf14165ff63c6d9e2758c62a1cf3ac4150636,part2_02.wav,40,4,6,4.61111111111111,female,47.1666666666667,PART2
e5ef5d3b375f496b3ace2ceb55d8a17a75864b3ab470b6bf70bcc203c14cf8f5,part2_02.wav,13,4,5,3.72222222222222,female,45.75,PART2
712c666256a0b1d5aca8f049dd467eb46336bc80f88b03137df446138c87b48b,part2_02.wav,14,4,4,5.44444444444444,female,27.9166666666667,PART2
daad9cad52aabfb66b3ae796e2384ecb558892a65ac842e8fb24bbb8ea54abf8,part2_02.wav,0,1,1,3.27777777777778,male,53.6666666666667,PART2
db6231b76de9dcbee1125434ee27d30338461ad326c199ed941530224537ee2f,part2_02.wav,7,3,6,4.66666666666667,female,32.8333333333333,PART2
531e013250348c6368dd9561d680aee0140579976821ae98575242c69f05a15c,part2_02.wav,11,4,5,2.94444444444444,female,19.8333333333333,PART2
7bff98fc3d952ba0c9331c08817a722140dedad87a739ac2792e65e60dbb209a,part2_02.wav,41,6,5,3.44444444444444,male,65.6666666666667,PART2
fb52183110efc6015ea785fdfa9e6624361fc8aabe3b8629773c54884e9f5132,part2_02.wav,24,4,4,4,male,44.1666666666667,PART2
77d935417423e07d511deb540ad22055b5142aecdff5f478c446bb20c70c44eb,part2_02.wav,15,5,5,5.16666666666667,female,26,PART2
08059e8a61368ea274e69637757b86bd6cdc826625a1a3c2755a85227b221c36,part2_02.wav,34,3,6,4.61111111111111,female,18.9166666666667,PART2
e94fa10855c499abc31c11c840c5c55033830c3f163f471a01bae3bad558a617,part2_02.wav,6,5,5,4,female,51.75,PART2
a461573cd43cf5dca014fefed603c0448010cf72194597dc47d3e0a33a982fe0,part2_02.wav,22,5,5,5.77777777777778,male,19.25,PART2
df6875945ad45d87afb740c6689870b852fd1b13843bad8919ae5d5a6f2e1382,part2_01.wav,22,4,2,3.88888888888889,male,90,PART2
a47a03efc5c82ee863d54d8ca6a475e68e6b7826af921a41b40489d51ca440d4,part2_01.wav,1,4,6,3.05555555555556,female,40,PART2
90089a70c978fb272c9d1c9a32b19ad360e0008a1046755f0e69339f1b6f2ec5,part2_01.wav,10,4,5,5.83333333333333,male,40.0833333333333,PART2
08059e8a61368ea274e69637757b86bd6cdc826625a1a3c2755a85227b221c36,part2_01.wav,47,4,6,3.72222222222222,female,19.9166666666667,PART2
d8cdec7739a6ec8e625a4998a81b5664b856cdd35eb73c17cb5f551be19b6461,part2_01.wav,30,6,6,3.22222222222222,female,40,PART2
28dd8e5a8408002bb4223e9f130dc63b675e20b768022694461edb01d727db7f,part2_01.wav,17,2,5,3.27777777777778,female,26.9166666666667,PART2
9eeb7e857c049d275e14f861e39558eb571351e83b7ef72e2627f05292eda164,part2_01.wav,24,4,4,4.66666666666667,female,25.1666666666667,PART2
0ee46f4b9b001569ee344619713c274b4a6762d793193be2ce1ecd8450dd90c0,part2_01.wav,12,4,4,5.72222222222222,female,33.8333333333333,PART2
59df98ce61269042df6875945ad45d87afb740c6689870b852fd1b13843bad89,part2_01.wav,0,4,5,NA,NA,NA,PART2
08059e8a61368ea274e69637757b86bd6cdc826625a1a3c2755a85227b221c36,part2_01.wav,71,4,6,2.16666666666667,female,31.4166666666667,PART2
596eb6a8890fa35b0ac78ef9205037c6743c2fc726610c5646d38db16884ab7a,part2_01.wav,12,3,5,4.55555555555556,male,51.9166666666667,PART2
28dd8e5a8408002bb4223e9f130dc63b675e20b768022694461edb01d727db7f,part2_01.wav,8,6,5,5.22222222222222,male,59.25,PART2
5c615de5aa918d887419ced74d20b55cddcd6f461db0d8ecda07d09df2c3f223,part2_01.wav,0,4,5,3.5,female,73.4166666666667,PART2
376bae2686457710ac901e253920f6065246aef680dee2567cdb1a384d5bebfd,part2_01.wav,30,4,5,4.72222222222222,male,40.6666666666667,PART2
d63ad80a658d21e38cd761df51802bc6ee77f184f31283b71b38d071841532a8,part2_01.wav,5,2,4,NA,NA,NA,PART2
