Filename;Participant;Trial;Stimulus;FrameNo;Time_in_s;Event;Boundary;QCode;Rating;QText
P01-SegmentExp2.log;P01;2;part2_01.avi;12717;127,17;BOUNDARY_QUESTIONNAIRE;5;BNDQ1;3;• Wie wichtig finden Sie diesen Abschnitt?
P01-SegmentExp2.log;P01;2;part2_01.avi;12717;127,17;BOUNDARY_QUESTIONNAIRE;5;BNDQ2;6;• Wie stark ist Ihr Gefühl, dass hier etwas endet?
P01-SegmentExp2.log;P01;2;part2_01.avi;12717;127,17;BOUNDARY_QUESTIONNAIRE;5;BNDQ3;6;• Wie stark ist Ihr Gefühl, dass hier etwas neues kommt?
P01-SegmentExp2.log;P01;2;part2_01.avi;18537;185,37;BOUNDARY_QUESTIONNAIRE;6;BNDQ1;4;• Wie wichtig finden Sie diesen Abschnitt?
P01-SegmentExp2.log;P01;2;part2_01.avi;18537;185,37;BOUNDARY_QUESTIONNAIRE;6;BNDQ2;6;• Wie stark ist Ihr Gefühl, dass hier etwas endet?
P01-SegmentExp2.log;P01;2;part2_01.avi;18537;185,37;BOUNDARY_QUESTIONNAIRE;6;BNDQ3;5;• Wie stark ist Ihr Gefühl, dass hier etwas neues kommt?
P01-SegmentExp2.log;P01;2;part2_01.avi;22021;220,21;BOUNDARY_QUESTIONNAIRE;7;BNDQ1;5;• Wie wichtig finden Sie diesen Abschnitt?
P01-SegmentExp2.log;P01;2;part2_01.avi;22021;220,21;BOUNDARY_QUESTIONNAIRE;7;BNDQ2;4;• Wie stark ist Ihr Gefühl, dass hier etwas endet?
P01-SegmentExp2.log;P01;2;part2_01.avi;22021;220,21;BOUNDARY_QUESTIONNAIRE;7;BNDQ3;4;• Wie stark ist Ihr Gefühl, dass hier etwas neues kommt?
P01-SegmentExp2.log;P01;2;part2_01.avi;24105;241,05;BOUNDARY_QUESTIONNAIRE;8;BNDQ1;3;• Wie wichtig finden Sie diesen Abschnitt?
P01-SegmentExp2.log;P01;2;part2_01.avi;24105;241,05;BOUNDARY_QUESTIONNAIRE;8;BNDQ2;4;• Wie stark ist Ihr Gefühl, dass hier etwas endet?
P01-SegmentExp2.log;P01;2;part2_01.avi;24105;241,05;BOUNDARY_QUESTIONNAIRE;8;BNDQ3;4;• Wie stark ist Ihr Gefühl, dass hier etwas neues kommt?
P01-SegmentExp2.log;P01;2;part2_01.avi;24633;246,33;BOUNDARY_QUESTIONNAIRE;9;BNDQ1;3;• Wie wichtig finden Sie diesen Abschnitt?
P01-SegmentExp2.log;P01;2;part2_01.avi;24633;246,33;BOUNDARY_QUESTIONNAIRE;9;BNDQ2;5;• Wie stark ist Ihr Gefühl, dass hier etwas endet?
P01-SegmentExp2.log;P01;2;part2_01.avi;24633;246,33;BOUNDARY_QUESTIONNAIRE;9;BNDQ3;5;• Wie stark ist Ihr Gefühl, dass hier etwas neues kommt?
P01-SegmentExp2.log;P01;2;part2_01.avi;27505;275,05;BOUNDARY_QUESTIONNAIRE;10;BNDQ1;4;• Wie wichtig finden Sie diesen Abschnitt?
P01-SegmentExp2.log;P01;2;part2_01.avi;27505;275,05;BOUNDARY_QUESTIONNAIRE;10;BNDQ2;3;• Wie stark ist Ihr Gefühl, dass hier etwas endet?
P01-SegmentExp2.log;P01;2;part2_01.avi;27505;275,05;BOUNDARY_QUESTIONNAIRE;10;BNDQ3;4;• Wie stark ist Ihr Gefühl, dass hier etwas neues kommt?
P01-SegmentExp2.log;P01;2;part2_01.avi;28113;281,13;BOUNDARY_QUESTIONNAIRE;11;BNDQ1;3;• Wie wichtig finden Sie diesen Abschnitt?
P01-SegmentExp2.log;P01;2;part2_01.avi;28113;281,13;BOUNDARY_QUESTIONNAIRE;11;BNDQ2;4;• Wie stark ist Ihr Gefühl, dass hier etwas endet?
P01-SegmentExp2.log;P01;2;part2_01.avi;28113;281,13;BOUNDARY_QUESTIONNAIRE;11;BNDQ3;4;• Wie stark ist Ihr Gefühl, dass hier etwas neues kommt?
P01-SegmentExp2.log;P01;2;part2_01.avi;30089;300,89;BOUNDARY_QUESTIONNAIRE;12;BNDQ1;5;• Wie wichtig finden Sie diesen Abschnitt?
P01-SegmentExp2.log;P01;2;part2_01.avi;30089;300,89;BOUNDARY_QUESTIONNAIRE;12;BNDQ2;5;• Wie stark ist Ihr Gefühl, dass hier etwas endet?
P01-SegmentExp2.log;P01;2;part2_01.avi;30089;300,89;BOUNDARY_QUESTIONNAIRE;12;BNDQ3;5;• Wie stark ist Ihr Gefühl, dass hier etwas neues kommt?
P01-SegmentExp2.log;P01;2;part2_01.avi;32425;324,25;BOUNDARY_QUESTIONNAIRE;13;BNDQ1;6;• Wie wichtig finden Sie diesen Abschnitt?
P01-SegmentExp2.log;P01;2;part2_01.avi;32425;324,25;BOUNDARY_QUESTIONNAIRE;13;BNDQ2;6;• Wie stark ist Ihr Gefühl, dass hier etwas endet?
P01-SegmentExp2.log;P01;2;part2_01.avi;32425;324,25;BOUNDARY_QUESTIONNAIRE;13;BNDQ3;1;• Wie stark ist Ihr Gefühl, dass hier etwas neues kommt?
P01-SegmentExp2.log;P01;2;part2_01.avi;NA;NA;VIDEO_END;NA;RBQ1;5;• Das Stück hat mir gefallen.
P01-SegmentExp2.log;P01;2;part2_01.avi;NA;NA;VIDEO_END;NA;RBQ2;6;• Die Aufgabe war schwierig.
P01-SegmentExp2.log;P01;4;part2_02.avi;2613;26,13;BOUNDARY_QUESTIONNAIRE;1;BNDQ1;6;• Wie wichtig finden Sie diesen Abschnitt?
P01-SegmentExp2.log;P01;4;part2_02.avi;2613;26,13;BOUNDARY_QUESTIONNAIRE;1;BNDQ2;5;• Wie stark ist Ihr Gefühl, dass hier etwas endet?
P01-SegmentExp2.log;P01;4;part2_02.avi;2613;26,13;BOUNDARY_QUESTIONNAIRE;1;BNDQ3;4;• Wie stark ist Ihr Gefühl, dass hier etwas neues kommt?
P01-SegmentExp2.log;P01;4;part2_02.avi;3765;37,65;BOUNDARY_QUESTIONNAIRE;2;BNDQ1;4;• Wie wichtig finden Sie diesen Abschnitt?
P01-SegmentExp2.log;P01;4;part2_02.avi;3765;37,65;BOUNDARY_QUESTIONNAIRE;2;BNDQ2;5;• Wie stark ist Ihr Gefühl, dass hier etwas endet?
P01-SegmentExp2.log;P01;4;part2_02.avi;3765;37,65;BOUNDARY_QUESTIONNAIRE;2;BNDQ3;5;• Wie stark ist Ihr Gefühl, dass hier etwas neues kommt?
P01-SegmentExp2.log;P01;4;part2_02.avi;6705;67,05;BOUNDARY_QUESTIONNAIRE;3;BNDQ1;5;• Wie wichtig finden Sie diesen Abschnitt?
P01-SegmentExp2.log;P01;4;part2_02.avi;6705;67,05;BOUNDARY_QUESTIONNAIRE;3;BNDQ2;4;• Wie stark ist Ihr Gefühl, dass hier etwas endet?
P01-SegmentExp2.log;P01;4;part2_02.avi;6705;67,05;BOUNDARY_QUESTIONNAIRE;3;BNDQ3;5;• Wie stark ist Ihr Gefühl, dass hier etwas neues kommt?
P01-SegmentExp2.log;P01;4;part2_02.avi;9461;94,61;BOUNDARY_QUESTIONNAIRE;4;BNDQ1;4;• Wie wichtig finden Sie diesen Abschnitt?
P01-SegmentExp2.log;P01;4;part2_02.avi;9461;94,61;BOUNDARY_QUESTIONNAIRE;4;BNDQ2;5;• Wie stark ist Ihr Gefühl, dass hier etwas endet?
P01-SegmentExp2.log;P01;4;part2_02.avi;9461;94,61;BOUNDARY_QUESTIONNAIRE;4;BNDQ3;5;• Wie stark ist Ihr Gefühl, dass hier etwas neues kommt?
P01-SegmentExp2.log;P01;4;part2_02.avi;11641;116,41;BOUNDARY_QUESTIONNAIRE;5;BNDQ1;3;• Wie wichtig finden Sie diesen Abschnitt?
P01-SegmentExp2.log;P01;4;part2_02.avi;11641;116,41;BOUNDARY_QUESTIONNAIRE;5;BNDQ2;4;• Wie stark ist Ihr Gefühl, dass hier etwas endet?
P01-SegmentExp2.log;P01;4;part2_02.avi;11641;116,41;BOUNDARY_QUESTIONNAIRE;5;BNDQ3;4;• Wie stark ist Ihr Gefühl, dass hier etwas neues kommt?
P01-SegmentExp2.log;P01;4;part2_02.avi;13077;130,77;BOUNDARY_QUESTIONNAIRE;6;BNDQ1;6;• Wie wichtig finden Sie diesen Abschnitt?
P01-SegmentExp2.log;P01;4;part2_02.avi;13077;130,77;BOUNDARY_QUESTIONNAIRE;6;BNDQ2;5;• Wie stark ist Ihr Gefühl, dass hier etwas endet?
P01-SegmentExp2.log;P01;4;part2_02.avi;13077;130,77;BOUNDARY_QUESTIONNAIRE;6;BNDQ3;4;• Wie stark ist Ihr Gefühl, dass hier etwas neues kommt?
P01-SegmentExp2.log;P01;4;part2_02.avi;20049;200,49;BOUNDARY_QUESTIONNAIRE;7;BNDQ1;6;• Wie wichtig finden Sie diesen Abschnitt?
P01-SegmentExp2.log;P01;4;part2_02.avi;20049;200,49;BOUNDARY_QUESTIONNAIRE;7;BNDQ2;5;• Wie stark ist Ihr Gefühl, dass hier etwas endet?
P01-SegmentExp2.log;P01;4;part2_02.avi;20049;200,49;BOUNDARY_QUESTIONNAIRE;7;BNDQ3;5;• Wie stark ist Ihr Gefühl, dass hier etwas neues kommt?
P01-SegmentExp2.log;P01;4;part2_02.avi;25213;252,13;BOUNDARY_QUESTIONNAIRE;8;BNDQ1;4;• Wie wichtig finden Sie diesen Abschnitt?
P01-SegmentExp2.log;P01;4;part2_02.avi;25213;252,13;BOUNDARY_QUESTIONNAIRE;8;BNDQ2;4;• Wie stark ist Ihr Gefühl, dass hier etwas endet?
P01-SegmentExp2.log;P01;4;part2_02.avi;25213;252,13;BOUNDARY_QUESTIONNAIRE;8;BNDQ3;4;• Wie stark ist Ihr Gefühl, dass hier etwas neues kommt?
P01-SegmentExp2.log;P01;4;part2_02.avi;26749;267,49;BOUNDARY_QUESTIONNAIRE;9;BNDQ1;3;• Wie wichtig finden Sie diesen Abschnitt?
P01-SegmentExp2.log;P01;4;part2_02.avi;26749;267,49;BOUNDARY_QUESTIONNAIRE;9;BNDQ2;4;• Wie stark ist Ihr Gefühl, dass hier etwas endet?
P01-SegmentExp2.log;P01;4;part2_02.avi;26749;267,49;BOUNDARY_QUESTIONNAIRE;9;BNDQ3;5;• Wie stark ist Ihr Gefühl, dass hier etwas neues kommt?
P01-SegmentExp2.log;P01;4;part2_02.avi;29153;291,53;BOUNDARY_QUESTIONNAIRE;10;BNDQ1;4;• Wie wichtig finden Sie diesen Abschnitt?
P01-SegmentExp2.log;P01;4;part2_02.avi;29153;291,53;BOUNDARY_QUESTIONNAIRE;10;BNDQ2;4;• Wie stark ist Ihr Gefühl, dass hier etwas endet?
P01-SegmentExp2.log;P01;4;part2_02.avi;29153;291,53;BOUNDARY_QUESTIONNAIRE;10;BNDQ3;4;• Wie stark ist Ihr Gefühl, dass hier etwas neues kommt?
P01-SegmentExp2.log;P01;4;part2_02.avi;31409;314,09;BOUNDARY_QUESTIONNAIRE;11;BNDQ1;5;• Wie wichtig finden Sie diesen Abschnitt?
P01-SegmentExp2.log;P01;4;part2_02.avi;31409;314,09;BOUNDARY_QUESTIONNAIRE;11;BNDQ2;6;• Wie stark ist Ihr Gefühl, dass hier etwas endet?
P01-SegmentExp2.log;P01;4;part2_02.avi;31409;314,09;BOUNDARY_QUESTIONNAIRE;11;BNDQ3;4;• Wie stark ist Ihr Gefühl, dass hier etwas neues kommt?
P01-SegmentExp2.log;P01;4;part2_02.avi;35273;352,73;BOUNDARY_QUESTIONNAIRE;12;BNDQ1;4;• Wie wichtig finden Sie diesen Abschnitt?
P01-SegmentExp2.log;P01;4;part2_02.avi;35273;352,73;BOUNDARY_QUESTIONNAIRE;12;BNDQ2;5;• Wie stark ist Ihr Gefühl, dass hier etwas endet?
P01-SegmentExp2.log;P01;4;part2_02.avi;35273;352,73;BOUNDARY_QUESTIONNAIRE;12;BNDQ3;6;• Wie stark ist Ihr Gefühl, dass hier etwas neues kommt?
P01-SegmentExp2.log;P01;4;part2_02.avi;38965;389,65;BOUNDARY_QUESTIONNAIRE;13;BNDQ1;6;• Wie wichtig finden Sie diesen Abschnitt?
P01-SegmentExp2.log;P01;4;part2_02.avi;38965;389,65;BOUNDARY_QUESTIONNAIRE;13;BNDQ2;5;• Wie stark ist Ihr Gefühl, dass hier etwas endet?
P01-SegmentExp2.log;P01;4;part2_02.avi;38965;389,65;BOUNDARY_QUESTIONNAIRE;13;BNDQ3;4;• Wie stark ist Ihr Gefühl, dass hier etwas neues kommt?
P01-SegmentExp2.log;P01;4;part2_02.avi;42181;421,81;BOUNDARY_QUESTIONNAIRE;14;BNDQ1;4;• Wie wichtig finden Sie diesen Abschnitt?
P01-SegmentExp2.log;P01;4;part2_02.avi;42181;421,81;BOUNDARY_QUESTIONNAIRE;14;BNDQ2;4;• Wie stark ist Ihr Gefühl, dass hier etwas endet?
P01-SegmentExp2.log;P01;4;part2_02.avi;42181;421,81;BOUNDARY_QUESTIONNAIRE;14;BNDQ3;5;• Wie stark ist Ihr Gefühl, dass hier etwas neues kommt?
P01-SegmentExp2.log;P01;4;part2_02.avi;NA;NA;VIDEO_END;NA;RBQ1;6;• Das Stück hat mir gefallen.
P01-SegmentExp2.log;P01;4;part2_02.avi;NA;NA;VIDEO_END;NA;RBQ2;6;• Die Aufgabe war schwierig.
P01-SegmentExp2.log;P01;NA;NA;NA;NA;SESSION_END;NA;BMRQ01;5;Wenn ich mit jemandem gemeinsam Musik höre, spüre ich eine besondere Verbindung zu dieser Person.
P01-SegmentExp2.log;P01;NA;NA;NA;NA;SESSION_END;NA;BMRQ02;1;In meiner Freizeit höre ich kaum Musik.
P01-SegmentExp2.log;P01;NA;NA;NA;NA;SESSION_END;NA;BMRQ03;5;Ich höre gerne Musik, die Emotionen enthält.
P01-SegmentExp2.log;P01;NA;NA;NA;NA;SESSION_END;NA;BMRQ04;5;Musik leistet mir Gesellschaft, wenn ich alleine bin.
P01-SegmentExp2.log;P01;NA;NA;NA;NA;SESSION_END;NA;BMRQ05;1;Ich tanze nicht gerne, auch nicht zu Musik, die ich sonst gerne höre.
P01-SegmentExp2.log;P01;NA;NA;NA;NA;SESSION_END;NA;BMRQ06;5;Durch Musik fühle ich mich anderen Menschen verbunden.
P01-SegmentExp2.log;P01;NA;NA;NA;NA;SESSION_END;NA;BMRQ07;4;Ich informiere mich über Musik, die ich mag.
P01-SegmentExp2.log;P01;NA;NA;NA;NA;SESSION_END;NA;BMRQ08;5;Ich werde emotional, wenn ich bestimmte Stücke höre.
P01-SegmentExp2.log;P01;NA;NA;NA;NA;SESSION_END;NA;BMRQ09;4;Musik beruhigt und entspannt mich.
P01-SegmentExp2.log;P01;NA;NA;NA;NA;SESSION_END;NA;BMRQ10;4;Musik verleitet mich oft zum Tanzen.
P01-SegmentExp2.log;P01;NA;NA;NA;NA;SESSION_END;NA;BMRQ11;5;Ich suche immer nach neuer Musik.
P01-SegmentExp2.log;P01;NA;NA;NA;NA;SESSION_END;NA;BMRQ12;5;Mir kommen die Tränen oder ich weine, wenn ich eine Melodie höre, die ich sehr mag.
P01-SegmentExp2.log;P01;NA;NA;NA;NA;SESSION_END;NA;BMRQ13;2;Ich singe oder musiziere gerne mit anderen Menschen.
P01-SegmentExp2.log;P01;NA;NA;NA;NA;SESSION_END;NA;BMRQ14;4;Musik hilft mir zu entspannen.
P01-SegmentExp2.log;P01;NA;NA;NA;NA;SESSION_END;NA;BMRQ15;4;Ich kann nicht anders, als bei meiner Lieblingsmusik mitzusummen oder mitzusingen.
P01-SegmentExp2.log;P01;NA;NA;NA;NA;SESSION_END;NA;BMRQ16;5;Bei einem Konzert fühle ich mich den MusikerInnen und dem Publikum verbunden.
P01-SegmentExp2.log;P01;NA;NA;NA;NA;SESSION_END;NA;BMRQ17;5;Ich gebe relativ viel Geld für Musik und verwandte Dinge aus.
P01-SegmentExp2.log;P01;NA;NA;NA;NA;SESSION_END;NA;BMRQ18;5;Ich bekomme manchmal Gänsehaut, wenn ich eine Melodie höre, die mir gefällt.
P01-SegmentExp2.log;P01;NA;NA;NA;NA;SESSION_END;NA;BMRQ19;5;Musik tröstet mich.
P01-SegmentExp2.log;P01;NA;NA;NA;NA;SESSION_END;NA;BMRQ20;4;Wenn ich ein Stück höre, das ich sehr gerne mag, muss ich im Takt klopfen oder mich bewegen.
P01-SegmentExp2.log;P01;NA;NA;NA;NA;SESSION_END;NA;FCQ01;1;FCQ01
P01-SegmentExp2.log;P01;NA;NA;NA;NA;SESSION_END;NA;FCQ02;2;FCQ02
P01-SegmentExp2.log;P01;NA;NA;NA;NA;SESSION_END;NA;FCQ03;2;FCQ03
P01-SegmentExp2.log;P01;NA;NA;NA;NA;SESSION_END;NA;FCQ04;2;FCQ04
P01-SegmentExp2.log;P01;NA;NA;NA;NA;SESSION_END;NA;FCQ05;2;FCQ05
P02-SegmentExp2.log;P02;2;part2_01.avi;2961;29,61;BOUNDARY_QUESTIONNAIRE;1;BNDQ1;5;• Wie wichtig finden Sie diesen Abschnitt?
P02-SegmentExp2.log;P02;2;part2_01.avi;2961;29,61;BOUNDARY_QUESTIONNAIRE;1;BNDQ2;5;• Wie stark ist Ihr Gefühl, dass hier etwas endet?
P02-SegmentExp2.log;P02;2;part2_01.avi;2961;29,61;BOUNDARY_QUESTIONNAIRE;1;BNDQ3;5;• Wie stark ist Ihr Gefühl, dass hier etwas neues kommt?
P02-SegmentExp2.log;P02;2;part2_01.avi;6993;69,93;BOUNDARY_QUESTIONNAIRE;2;BNDQ1;5;• Wie wichtig finden Sie diesen Abschnitt?
P02-SegmentExp2.log;P02;2;part2_01.avi;6993;69,93;BOUNDARY_QUESTIONNAIRE;2;BNDQ2;4;• Wie stark ist Ihr Gefühl, dass hier etwas endet?
P02-SegmentExp2.log;P02;2;part2_01.avi;6993;69,93;BOUNDARY_QUESTIONNAIRE;2;BNDQ3;4;• Wie stark ist Ihr Gefühl, dass hier etwas neues kommt?
P02-SegmentExp2.log;P02;2;part2_01.avi;11389;113,89;BOUNDARY_QUESTIONNAIRE;3;BNDQ1;4;• Wie wichtig finden Sie diesen Abschnitt?
P02-SegmentExp2.log;P02;2;part2_01.avi;11389;113,89;BOUNDARY_QUESTIONNAIRE;3;BNDQ2;4;• Wie stark ist Ihr Gefühl, dass hier etwas endet?
P02-SegmentExp2.log;P02;2;part2_01.avi;11389;113,89;BOUNDARY_QUESTIONNAIRE;3;BNDQ3;4;• Wie stark ist Ihr Gefühl, dass hier etwas neues kommt?
P02-SegmentExp2.log;P02;2;part2_01.avi;12737;127,37;BOUNDARY_QUESTIONNAIRE;4;BNDQ1;4;• Wie wichtig finden Sie diesen Abschnitt?
P02-SegmentExp2.log;P02;2;part2_01.avi;12737;127,37;BOUNDARY_QUESTIONNAIRE;4;BNDQ2;6;• Wie stark ist Ihr Gefühl, dass hier etwas endet?
P02-SegmentExp2.log;P02;2;part2_01.avi;12737;127,37;BOUNDARY_QUESTIONNAIRE;4;BNDQ3;5;• Wie stark ist Ihr Gefühl, dass hier etwas neues kommt?
P02-SegmentExp2.log;P02;2;part2_01.avi;18565;185,65;BOUNDARY_QUESTIONNAIRE;5;BNDQ1;4;• Wie wichtig finden Sie diesen Abschnitt?
P02-SegmentExp2.log;P02;2;part2_01.avi;18565;185,65;BOUNDARY_QUESTIONNAIRE;5;BNDQ2;5;• Wie stark ist Ihr Gefühl, dass hier etwas endet?
P02-SegmentExp2.log;P02;2;part2_01.avi;18565;185,65;BOUNDARY_QUESTIONNAIRE;5;BNDQ3;5;• Wie stark ist Ihr Gefühl, dass hier etwas neues kommt?
P02-SegmentExp2.log;P02;2;part2_01.avi;22365;223,65;BOUNDARY_QUESTIONNAIRE;6;BNDQ1;4;• Wie wichtig finden Sie diesen Abschnitt?
P02-SegmentExp2.log;P02;2;part2_01.avi;22365;223,65;BOUNDARY_QUESTIONNAIRE;6;BNDQ2;4;• Wie stark ist Ihr Gefühl, dass hier etwas endet?
P02-SegmentExp2.log;P02;2;part2_01.avi;22365;223,65;BOUNDARY_QUESTIONNAIRE;6;BNDQ3;4;• Wie stark ist Ihr Gefühl, dass hier etwas neues kommt?
P02-SegmentExp2.log;P02;2;part2_01.avi;24773;247,73;BOUNDARY_QUESTIONNAIRE;7;BNDQ1;4;• Wie wichtig finden Sie diesen Abschnitt?
P02-SegmentExp2.log;P02;2;part2_01.avi;24773;247,73;BOUNDARY_QUESTIONNAIRE;7;BNDQ2;4;• Wie stark ist Ihr Gefühl, dass hier etwas endet?
P02-SegmentExp2.log;P02;2;part2_01.avi;24773;247,73;BOUNDARY_QUESTIONNAIRE;7;BNDQ3;4;• Wie stark ist Ihr Gefühl, dass hier etwas neues kommt?
P02-SegmentExp2.log;P02;2;part2_01.avi;25913;259,13;BOUNDARY_QUESTIONNAIRE;8;BNDQ1;3;• Wie wichtig finden Sie diesen Abschnitt?
P02-SegmentExp2.log;P02;2;part2_01.avi;25913;259,13;BOUNDARY_QUESTIONNAIRE;8;BNDQ2;4;• Wie stark ist Ihr Gefühl, dass hier etwas endet?
P02-SegmentExp2.log;P02;2;part2_01.avi;25913;259,13;BOUNDARY_QUESTIONNAIRE;8;BNDQ3;4;• Wie stark ist Ihr Gefühl, dass hier etwas neues kommt?
P02-SegmentExp2.log;P02;2;part2_01.avi;30089;300,89;BOUNDARY_QUESTIONNAIRE;9;BNDQ1;4;• Wie wichtig finden Sie diesen Abschnitt?
P02-SegmentExp2.log;P02;2;part2_01.avi;30089;300,89;BOUNDARY_QUESTIONNAIRE;9;BNDQ2;5;• Wie stark ist Ihr Gefühl, dass hier etwas endet?
P02-SegmentExp2.log;P02;2;part2_01.avi;30089;300,89;BOUNDARY_QUESTIONNAIRE;9;BNDQ3;5;• Wie stark ist Ihr Gefühl, dass hier etwas neues kommt?
P02-SegmentExp2.log;P02;2;part2_01.avi;NA;NA;VIDEO_END;NA;RBQ1;4;• Das Stück hat mir gefallen.
P02-SegmentExp2.log;P02;2;part2_01.avi;NA;NA;VIDEO_END;NA;RBQ2;3;• Die Aufgabe war schwierig.
P02-SegmentExp2.log;P02;4;part2_02.avi;2749;27,49;BOUNDARY_QUESTIONNAIRE;1;BNDQ1;6;• Wie wichtig finden Sie diesen Abschnitt?
P02-SegmentExp2.log;P02;4;part2_02.avi;2749;27,49;BOUNDARY_QUESTIONNAIRE;1;BNDQ2;5;• Wie stark ist Ihr Gefühl, dass hier etwas endet?
P02-SegmentExp2.log;P02;4;part2_02.avi;2749;27,49;BOUNDARY_QUESTIONNAIRE;1;BNDQ3;5;• Wie stark ist Ihr Gefühl, dass hier etwas neues kommt?
P02-SegmentExp2.log;P02;4;part2_02.avi;3985;39,85;BOUNDARY_QUESTIONNAIRE;2;BNDQ1;6;• Wie wichtig finden Sie diesen Abschnitt?
P02-SegmentExp2.log;P02;4;part2_02.avi;3985;39,85;BOUNDARY_QUESTIONNAIRE;2;BNDQ2;5;• Wie stark ist Ihr Gefühl, dass hier etwas endet?
P02-SegmentExp2.log;P02;4;part2_02.avi;3985;39,85;BOUNDARY_QUESTIONNAIRE;2;BNDQ3;5;• Wie stark ist Ihr Gefühl, dass hier etwas neues kommt?
P02-SegmentExp2.log;P02;4;part2_02.avi;6981;69,81;BOUNDARY_QUESTIONNAIRE;3;BNDQ1;4;• Wie wichtig finden Sie diesen Abschnitt?
P02-SegmentExp2.log;P02;4;part2_02.avi;6981;69,81;BOUNDARY_QUESTIONNAIRE;3;BNDQ2;4;• Wie stark ist Ihr Gefühl, dass hier etwas endet?
P02-SegmentExp2.log;P02;4;part2_02.avi;6981;69,81;BOUNDARY_QUESTIONNAIRE;3;BNDQ3;4;• Wie stark ist Ihr Gefühl, dass hier etwas neues kommt?
P02-SegmentExp2.log;P02;4;part2_02.avi;8753;87,53;BOUNDARY_QUESTIONNAIRE;4;BNDQ1;4;• Wie wichtig finden Sie diesen Abschnitt?
P02-SegmentExp2.log;P02;4;part2_02.avi;8753;87,53;BOUNDARY_QUESTIONNAIRE;4;BNDQ2;4;• Wie stark ist Ihr Gefühl, dass hier etwas endet?
P02-SegmentExp2.log;P02;4;part2_02.avi;8753;87,53;BOUNDARY_QUESTIONNAIRE;4;BNDQ3;4;• Wie stark ist Ihr Gefühl, dass hier etwas neues kommt?
P02-SegmentExp2.log;P02;4;part2_02.avi;13081;130,81;BOUNDARY_QUESTIONNAIRE;5;BNDQ1;5;• Wie wichtig finden Sie diesen Abschnitt?
P02-SegmentExp2.log;P02;4;part2_02.avi;13081;130,81;BOUNDARY_QUESTIONNAIRE;5;BNDQ2;4;• Wie stark ist Ihr Gefühl, dass hier etwas endet?
P02-SegmentExp2.log;P02;4;part2_02.avi;13081;130,81;BOUNDARY_QUESTIONNAIRE;5;BNDQ3;5;• Wie stark ist Ihr Gefühl, dass hier etwas neues kommt?
P02-SegmentExp2.log;P02;4;part2_02.avi;20173;201,73;BOUNDARY_QUESTIONNAIRE;6;BNDQ1;4;• Wie wichtig finden Sie diesen Abschnitt?
P02-SegmentExp2.log;P02;4;part2_02.avi;20173;201,73;BOUNDARY_QUESTIONNAIRE;6;BNDQ2;5;• Wie stark ist Ihr Gefühl, dass hier etwas endet?
P02-SegmentExp2.log;P02;4;part2_02.avi;20173;201,73;BOUNDARY_QUESTIONNAIRE;6;BNDQ3;5;• Wie stark ist Ihr Gefühl, dass hier etwas neues kommt?
