p_id,piece,marker,count,difficulty,liking,GMS.general,gender,age,language,d,m
OP09,2,26.187,17,4,5,3.66666666666667,female,27.3333333333333,de,26.3088125,422.763
OP09,2,33.016,17,4,5,3.66666666666667,female,27.3333333333333,de,26.3088125,422.763
OP09,2,37.768,17,4,5,3.66666666666667,female,27.3333333333333,de,26.3088125,422.763
OP09,2,67.711,17,4,5,3.66666666666667,female,27.3333333333333,de,26.3088125,422.763
OP09,2,86.511,17,4,5,3.66666666666667,female,27.3333333333333,de,26.3088125,422.763
OP09,2,119.263,17,4,5,3.66666666666667,female,27.3333333333333,de,26.3088125,422.763
OP09,2,131.283,17,4,5,3.66666666666667,female,27.3333333333333,de,26.3088125,422.763
OP09,2,160.077,17,4,5,3.66666666666667,female,27.3333333333333,de,26.3088125,422.763
OP09,2,175.533,17,4,5,3.66666666666667,female,27.3333333333333,de,26.3088125,422.763
OP09,2,196.393,17,4,5,3.66666666666667,female,27.3333333333333,de,26.3088125,422.763
OP09,2,232.22,17,4,5,3.66666666666667,female,27.3333333333333,de,26.3088125,422.763
OP09,2,268.033,17,4,5,3.66666666666667,female,27.3333333333333,de,26.3088125,422.763
OP09,2,313.785,17,4,5,3.66666666666667,female,27.3333333333333,de,26.3088125,422.763
OP09,2,350.723,17,4,5,3.66666666666667,female,27.3333333333333,de,26.3088125,422.763
OP09,2,401.983,17,4,5,3.66666666666667,female,27.3333333333333,de,26.3088125,422.763
OP09,2,422.763,17,4,5,3.66666666666667,female,27.3333333333333,de,26.3088125,422.763
OP75,2,3.53,6,5,6,4.05555555555556,female,59,de,40.8378,207.719
OP75,2,110.422,6,5,6,4.05555555555556,female,59,de,40.8378,207.719
OP75,2,126.575,6,5,6,4.05555555555556,female,59,de,40.8378,207.719
OP75,2,132.858,6,5,6,4.05555555555556,female,59,de,40.8378,207.719
OP75,2,138.425,6,5,6,4.05555555555556,female,59,de,40.8378,207.719
OP75,2,207.719,6,5,6,4.05555555555556,female,59,de,40.8378,207.719
OP14,2,40.433,9,4,5,4.22222222222222,male,31.0833333333333,de,43.75125,390.443
OP14,2,90.073,9,4,5,4.22222222222222,male,31.0833333333333,de,43.75125,390.443
OP14,2,131.608,9,4,5,4.22222222222222,male,31.0833333333333,de,43.75125,390.443
OP14,2,187.327,9,4,5,4.22222222222222,male,31.0833333333333,de,43.75125,390.443
OP14,2,210.317,9,4,5,4.22222222222222,male,31.0833333333333,de,43.75125,390.443
OP14,2,233.631,9,4,5,4.22222222222222,male,31.0833333333333,de,43.75125,390.443
OP14,2,273.929,9,4,5,4.22222222222222,male,31.0833333333333,de,43.75125,390.443
OP14,2,313.898,9,4,5,4.22222222222222,male,31.0833333333333,de,43.75125,390.443
OP14,2,390.443,9,4,5,4.22222222222222,male,31.0833333333333,de,43.75125,390.443
OP69,2,24.909,22,4,6,5.05555555555556,female,24.1666666666667,de,17.402380952381,390.359
OP69,2,34.6,22,4,6,5.05555555555556,female,24.1666666666667,de,17.402380952381,390.359
OP69,2,40.518,22,4,6,5.05555555555556,female,24.1666666666667,de,17.402380952381,390.359
OP69,2,47.779,22,4,6,5.05555555555556,female,24.1666666666667,de,17.402380952381,390.359
OP69,2,60.34,22,4,6,5.05555555555556,female,24.1666666666667,de,17.402380952381,390.359
OP69,2,68.817,22,4,6,5.05555555555556,female,24.1666666666667,de,17.402380952381,390.359
OP69,2,86.831,22,4,6,5.05555555555556,female,24.1666666666667,de,17.402380952381,390.359
OP69,2,96.797,22,4,6,5.05555555555556,female,24.1666666666667,de,17.402380952381,390.359
OP69,2,115.972,22,4,6,5.05555555555556,female,24.1666666666667,de,17.402380952381,390.359
OP69,2,125.852,22,4,6,5.05555555555556,female,24.1666666666667,de,17.402380952381,390.359
OP69,2,132.756,22,4,6,5.05555555555556,female,24.1666666666667,de,17.402380952381,390.359
OP69,2,147.452,22,4,6,5.05555555555556,female,24.1666666666667,de,17.402380952381,390.359
OP69,2,155.684,22,4,6,5.05555555555556,female,24.1666666666667,de,17.402380952381,390.359
OP69,2,199.539,22,4,6,5.05555555555556,female,24.1666666666667,de,17.402380952381,390.359
OP69,2,231.857,22,4,6,5.05555555555556,female,24.1666666666667,de,17.402380952381,390.359
OP69,2,252.107,22,4,6,5.05555555555556,female,24.1666666666667,de,17.402380952381,390.359
OP69,2,266.558,22,4,6,5.05555555555556,female,24.1666666666667,de,17.402380952381,390.359
OP69,2,284.533,22,4,6,5.05555555555556,female,24.1666666666667,de,17.402380952381,390.359
OP69,2,311.49,22,4,6,5.05555555555556,female,24.1666666666667,de,17.402380952381,390.359
OP69,2,316.711,22,4,6,5.05555555555556,female,24.1666666666667,de,17.402380952381,390.359
OP69,2,352.864,22,4,6,5.05555555555556,female,24.1666666666667,de,17.402380952381,390.359
OP69,2,390.359,22,4,6,5.05555555555556,female,24.1666666666667,de,17.402380952381,390.359
OP24,2,48.476,12,3,6,4,female,43,de,31.4148181818182,394.039
OP24,2,88.542,12,3,6,4,female,43,de,31.4148181818182,394.039
OP24,2,127.997,12,3,6,4,female,43,de,31.4148181818182,394.039
OP24,2,157.414,12,3,6,4,female,43,de,31.4148181818182,394.039
OP24,2,199.262,12,3,6,4,female,43,de,31.4148181818182,394.039
OP24,2,238.072,12,3,6,4,female,43,de,31.4148181818182,394.039
OP24,2,257.631,12,3,6,4,female,43,de,31.4148181818182,394.039
OP24,2,272.476,12,3,6,4,female,43,de,31.4148181818182,394.039
OP24,2,300.882,12,3,6,4,female,43,de,31.4148181818182,394.039
OP24,2,317.468,12,3,6,4,female,43,de,31.4148181818182,394.039
OP24,2,353.786,12,3,6,4,female,43,de,31.4148181818182,394.039
OP24,2,394.039,12,3,6,4,female,43,de,31.4148181818182,394.039
OP26,2,70.197,4,4,5,4.16666666666667,male,22.1666666666667,de,81.351,314.25
OP26,2,93.68,4,4,5,4.16666666666667,male,22.1666666666667,de,81.351,314.25
OP26,2,204.286,4,4,5,4.16666666666667,male,22.1666666666667,de,81.351,314.25
OP26,2,314.25,4,4,5,4.16666666666667,male,22.1666666666667,de,81.351,314.25
