p_id,time_ended,stimulus,marker,count,difficulty,liking,GMS.general,gender,age,pilot,complete,time_started,num_restarts,language,GMS.active_engagement,GMS.musical_training,GMS.emotions,GMS.perceptual_abilities,GMS.singing_abilities,GMS.instrument,GMS.start_age,GMS.absolute_pitch,d,m
db6f54c592547b8f5bfd596eb6a8890fa35b0ac78ef9205037c6743c2fc72661,2021-05-21 12:36:37,part2_02.wav,114.84,16,5,6,2.77777777777778,female,61.1666666666667,FALSE,TRUE,2021-05-21 10:30:09,0,de,NA,NA,NA,NA,NA,NA,NA,NA,21.6250666666667,422.859
db6f54c592547b8f5bfd596eb6a8890fa35b0ac78ef9205037c6743c2fc72661,2021-05-21 12:36:37,part2_02.wav,127.199,16,5,6,2.77777777777778,female,61.1666666666667,FALSE,TRUE,2021-05-21 10:30:09,0,de,NA,NA,NA,NA,NA,NA,NA,NA,21.6250666666667,422.859
db6f54c592547b8f5bfd596eb6a8890fa35b0ac78ef9205037c6743c2fc72661,2021-05-21 12:36:37,part2_02.wav,132.37,16,5,6,2.77777777777778,female,61.1666666666667,FALSE,TRUE,2021-05-21 10:30:09,0,de,NA,NA,NA,NA,NA,NA,NA,NA,21.6250666666667,422.859
db6f54c592547b8f5bfd596eb6a8890fa35b0ac78ef9205037c6743c2fc72661,2021-05-21 12:36:37,part2_02.wav,161.453,16,5,6,2.77777777777778,female,61.1666666666667,FALSE,TRUE,2021-05-21 10:30:09,0,de,NA,NA,NA,NA,NA,NA,NA,NA,21.6250666666667,422.859
db6f54c592547b8f5bfd596eb6a8890fa35b0ac78ef9205037c6743c2fc72661,2021-05-21 12:36:37,part2_02.wav,186.516,16,5,6,2.77777777777778,female,61.1666666666667,FALSE,TRUE,2021-05-21 10:30:09,0,de,NA,NA,NA,NA,NA,NA,NA,NA,21.6250666666667,422.859
db6f54c592547b8f5bfd596eb6a8890fa35b0ac78ef9205037c6743c2fc72661,2021-05-21 12:36:37,part2_02.wav,196.833,16,5,6,2.77777777777778,female,61.1666666666667,FALSE,TRUE,2021-05-21 10:30:09,0,de,NA,NA,NA,NA,NA,NA,NA,NA,21.6250666666667,422.859
db6f54c592547b8f5bfd596eb6a8890fa35b0ac78ef9205037c6743c2fc72661,2021-05-21 12:36:37,part2_02.wav,206.009,16,5,6,2.77777777777778,female,61.1666666666667,FALSE,TRUE,2021-05-21 10:30:09,0,de,NA,NA,NA,NA,NA,NA,NA,NA,21.6250666666667,422.859
db6f54c592547b8f5bfd596eb6a8890fa35b0ac78ef9205037c6743c2fc72661,2021-05-21 12:36:37,part2_02.wav,233.469,16,5,6,2.77777777777778,female,61.1666666666667,FALSE,TRUE,2021-05-21 10:30:09,0,de,NA,NA,NA,NA,NA,NA,NA,NA,21.6250666666667,422.859
db6f54c592547b8f5bfd596eb6a8890fa35b0ac78ef9205037c6743c2fc72661,2021-05-21 12:36:37,part2_02.wav,238.198,16,5,6,2.77777777777778,female,61.1666666666667,FALSE,TRUE,2021-05-21 10:30:09,0,de,NA,NA,NA,NA,NA,NA,NA,NA,21.6250666666667,422.859
db6f54c592547b8f5bfd596eb6a8890fa35b0ac78ef9205037c6743c2fc72661,2021-05-21 12:36:37,part2_02.wav,267.672,16,5,6,2.77777777777778,female,61.1666666666667,FALSE,TRUE,2021-05-21 10:30:09,0,de,NA,NA,NA,NA,NA,NA,NA,NA,21.6250666666667,422.859
db6f54c592547b8f5bfd596eb6a8890fa35b0ac78ef9205037c6743c2fc72661,2021-05-21 12:36:37,part2_02.wav,297.333,16,5,6,2.77777777777778,female,61.1666666666667,FALSE,TRUE,2021-05-21 10:30:09,0,de,NA,NA,NA,NA,NA,NA,NA,NA,21.6250666666667,422.859
db6f54c592547b8f5bfd596eb6a8890fa35b0ac78ef9205037c6743c2fc72661,2021-05-21 12:36:37,part2_02.wav,314.198,16,5,6,2.77777777777778,female,61.1666666666667,FALSE,TRUE,2021-05-21 10:30:09,0,de,NA,NA,NA,NA,NA,NA,NA,NA,21.6250666666667,422.859
db6f54c592547b8f5bfd596eb6a8890fa35b0ac78ef9205037c6743c2fc72661,2021-05-21 12:36:37,part2_02.wav,384.459,16,5,6,2.77777777777778,female,61.1666666666667,FALSE,TRUE,2021-05-21 10:30:09,0,de,NA,NA,NA,NA,NA,NA,NA,NA,21.6250666666667,422.859
db6f54c592547b8f5bfd596eb6a8890fa35b0ac78ef9205037c6743c2fc72661,2021-05-21 12:36:37,part2_02.wav,390.461,16,5,6,2.77777777777778,female,61.1666666666667,FALSE,TRUE,2021-05-21 10:30:09,0,de,NA,NA,NA,NA,NA,NA,NA,NA,21.6250666666667,422.859
db6f54c592547b8f5bfd596eb6a8890fa35b0ac78ef9205037c6743c2fc72661,2021-05-21 12:36:37,part2_02.wav,422.859,16,5,6,2.77777777777778,female,61.1666666666667,FALSE,TRUE,2021-05-21 10:30:09,0,de,NA,NA,NA,NA,NA,NA,NA,NA,21.6250666666667,422.859
40178c76b1475fd5fd796c86b0b46a103dced390b22c65d6a5708ef971f77991,2021-05-21 10:44:49,part2_02.wav,86.664,7,2,4,3.38888888888889,female,69.6666666666667,FALSE,TRUE,2021-05-21 10:30:52,0,de,NA,NA,NA,NA,NA,NA,NA,NA,56.4128333333333,425.141
40178c76b1475fd5fd796c86b0b46a103dced390b22c65d6a5708ef971f77991,2021-05-21 10:44:49,part2_02.wav,138.207,7,2,4,3.38888888888889,female,69.6666666666667,FALSE,TRUE,2021-05-21 10:30:52,0,de,NA,NA,NA,NA,NA,NA,NA,NA,56.4128333333333,425.141
40178c76b1475fd5fd796c86b0b46a103dced390b22c65d6a5708ef971f77991,2021-05-21 10:44:49,part2_02.wav,199.062,7,2,4,3.38888888888889,female,69.6666666666667,FALSE,TRUE,2021-05-21 10:30:52,0,de,NA,NA,NA,NA,NA,NA,NA,NA,56.4128333333333,425.141
40178c76b1475fd5fd796c86b0b46a103dced390b22c65d6a5708ef971f77991,2021-05-21 10:44:49,part2_02.wav,267.621,7,2,4,3.38888888888889,female,69.6666666666667,FALSE,TRUE,2021-05-21 10:30:52,0,de,NA,NA,NA,NA,NA,NA,NA,NA,56.4128333333333,425.141
40178c76b1475fd5fd796c86b0b46a103dced390b22c65d6a5708ef971f77991,2021-05-21 10:44:49,part2_02.wav,314.313,7,2,4,3.38888888888889,female,69.6666666666667,FALSE,TRUE,2021-05-21 10:30:52,0,de,NA,NA,NA,NA,NA,NA,NA,NA,56.4128333333333,425.141
40178c76b1475fd5fd796c86b0b46a103dced390b22c65d6a5708ef971f77991,2021-05-21 10:44:49,part2_02.wav,353.804,7,2,4,3.38888888888889,female,69.6666666666667,FALSE,TRUE,2021-05-21 10:30:52,0,de,NA,NA,NA,NA,NA,NA,NA,NA,56.4128333333333,425.141
40178c76b1475fd5fd796c86b0b46a103dced390b22c65d6a5708ef971f77991,2021-05-21 10:44:49,part2_02.wav,425.141,7,2,4,3.38888888888889,female,69.6666666666667,FALSE,TRUE,2021-05-21 10:30:52,0,de,NA,NA,NA,NA,NA,NA,NA,NA,56.4128333333333,425.141
19ae5d5a6f2e1382d0e5e1bee58e4c14b6e6279ea3d780f0a18308fd4fd8b923,2021-05-21 10:43:34,part2_02.wav,27.294,7,2,5,3.55555555555556,male,40.9166666666667,FALSE,TRUE,2021-05-21 10:31:05,0,de,NA,NA,NA,NA,NA,NA,NA,NA,47.911,314.76
19ae5d5a6f2e1382d0e5e1bee58e4c14b6e6279ea3d780f0a18308fd4fd8b923,2021-05-21 10:43:34,part2_02.wav,39.521,7,2,5,3.55555555555556,male,40.9166666666667,FALSE,TRUE,2021-05-21 10:31:05,0,de,NA,NA,NA,NA,NA,NA,NA,NA,47.911,314.76
19ae5d5a6f2e1382d0e5e1bee58e4c14b6e6279ea3d780f0a18308fd4fd8b923,2021-05-21 10:43:34,part2_02.wav,88.352,7,2,5,3.55555555555556,male,40.9166666666667,FALSE,TRUE,2021-05-21 10:31:05,0,de,NA,NA,NA,NA,NA,NA,NA,NA,47.911,314.76
19ae5d5a6f2e1382d0e5e1bee58e4c14b6e6279ea3d780f0a18308fd4fd8b923,2021-05-21 10:43:34,part2_02.wav,150.922,7,2,5,3.55555555555556,male,40.9166666666667,FALSE,TRUE,2021-05-21 10:31:05,0,de,NA,NA,NA,NA,NA,NA,NA,NA,47.911,314.76
19ae5d5a6f2e1382d0e5e1bee58e4c14b6e6279ea3d780f0a18308fd4fd8b923,2021-05-21 10:43:34,part2_02.wav,206.83,7,2,5,3.55555555555556,male,40.9166666666667,FALSE,TRUE,2021-05-21 10:31:05,0,de,NA,NA,NA,NA,NA,NA,NA,NA,47.911,314.76
19ae5d5a6f2e1382d0e5e1bee58e4c14b6e6279ea3d780f0a18308fd4fd8b923,2021-05-21 10:43:34,part2_02.wav,288.877,7,2,5,3.55555555555556,male,40.9166666666667,FALSE,TRUE,2021-05-21 10:31:05,0,de,NA,NA,NA,NA,NA,NA,NA,NA,47.911,314.76
19ae5d5a6f2e1382d0e5e1bee58e4c14b6e6279ea3d780f0a18308fd4fd8b923,2021-05-21 10:43:34,part2_02.wav,314.76,7,2,5,3.55555555555556,male,40.9166666666667,FALSE,TRUE,2021-05-21 10:31:05,0,de,NA,NA,NA,NA,NA,NA,NA,NA,47.911,314.76
8dee97d99ad017985b6fcb09e2dbf9a0bf70a1ddc45442dcc4e45edbb1d2c583,2021-05-21 10:47:04,part2_02.wav,27.695,11,6,6,2.16666666666667,male,73.0833333333333,FALSE,TRUE,2021-05-21 10:32:53,0,de,NA,NA,NA,NA,NA,NA,NA,NA,32.5896,353.591
8dee97d99ad017985b6fcb09e2dbf9a0bf70a1ddc45442dcc4e45edbb1d2c583,2021-05-21 10:47:04,part2_02.wav,67.95,11,6,6,2.16666666666667,male,73.0833333333333,FALSE,TRUE,2021-05-21 10:32:53,0,de,NA,NA,NA,NA,NA,NA,NA,NA,32.5896,353.591
8dee97d99ad017985b6fcb09e2dbf9a0bf70a1ddc45442dcc4e45edbb1d2c583,2021-05-21 10:47:04,part2_02.wav,87.378,11,6,6,2.16666666666667,male,73.0833333333333,FALSE,TRUE,2021-05-21 10:32:53,0,de,NA,NA,NA,NA,NA,NA,NA,NA,32.5896,353.591
8dee97d99ad017985b6fcb09e2dbf9a0bf70a1ddc45442dcc4e45edbb1d2c583,2021-05-21 10:47:04,part2_02.wav,131.344,11,6,6,2.16666666666667,male,73.0833333333333,FALSE,TRUE,2021-05-21 10:32:53,0,de,NA,NA,NA,NA,NA,NA,NA,NA,32.5896,353.591
8dee97d99ad017985b6fcb09e2dbf9a0bf70a1ddc45442dcc4e45edbb1d2c583,2021-05-21 10:47:04,part2_02.wav,203.347,11,6,6,2.16666666666667,male,73.0833333333333,FALSE,TRUE,2021-05-21 10:32:53,0,de,NA,NA,NA,NA,NA,NA,NA,NA,32.5896,353.591
8dee97d99ad017985b6fcb09e2dbf9a0bf70a1ddc45442dcc4e45edbb1d2c583,2021-05-21 10:47:04,part2_02.wav,235.801,11,6,6,2.16666666666667,male,73.0833333333333,FALSE,TRUE,2021-05-21 10:32:53,0,de,NA,NA,NA,NA,NA,NA,NA,NA,32.5896,353.591
8dee97d99ad017985b6fcb09e2dbf9a0bf70a1ddc45442dcc4e45edbb1d2c583,2021-05-21 10:47:04,part2_02.wav,253.878,11,6,6,2.16666666666667,male,73.0833333333333,FALSE,TRUE,2021-05-21 10:32:53,0,de,NA,NA,NA,NA,NA,NA,NA,NA,32.5896,353.591
8dee97d99ad017985b6fcb09e2dbf9a0bf70a1ddc45442dcc4e45edbb1d2c583,2021-05-21 10:47:04,part2_02.wav,268.826,11,6,6,2.16666666666667,male,73.0833333333333,FALSE,TRUE,2021-05-21 10:32:53,0,de,NA,NA,NA,NA,NA,NA,NA,NA,32.5896,353.591
8dee97d99ad017985b6fcb09e2dbf9a0bf70a1ddc45442dcc4e45edbb1d2c583,2021-05-21 10:47:04,part2_02.wav,291.511,11,6,6,2.16666666666667,male,73.0833333333333,FALSE,TRUE,2021-05-21 10:32:53,0,de,NA,NA,NA,NA,NA,NA,NA,NA,32.5896,353.591
8dee97d99ad017985b6fcb09e2dbf9a0bf70a1ddc45442dcc4e45edbb1d2c583,2021-05-21 10:47:04,part2_02.wav,314.815,11,6,6,2.16666666666667,male,73.0833333333333,FALSE,TRUE,2021-05-21 10:32:53,0,de,NA,NA,NA,NA,NA,NA,NA,NA,32.5896,353.591
8dee97d99ad017985b6fcb09e2dbf9a0bf70a1ddc45442dcc4e45edbb1d2c583,2021-05-21 10:47:04,part2_02.wav,353.591,11,6,6,2.16666666666667,male,73.0833333333333,FALSE,TRUE,2021-05-21 10:32:53,0,de,NA,NA,NA,NA,NA,NA,NA,NA,32.5896,353.591
09d2ab7c705190d11b779432651a62eb9430fc6731b0f69d43b114c34105f8ff,2021-05-21 10:48:30,part2_02.wav,203.271,2,2,5,3.05555555555556,male,73.1666666666667,FALSE,TRUE,2021-05-21 10:37:39,0,de,NA,NA,NA,NA,NA,NA,NA,NA,4.06800000000001,207.339
09d2ab7c705190d11b779432651a62eb9430fc6731b0f69d43b114c34105f8ff,2021-05-21 10:48:30,part2_02.wav,207.339,2,2,5,3.05555555555556,male,73.1666666666667,FALSE,TRUE,2021-05-21 10:37:39,0,de,NA,NA,NA,NA,NA,NA,NA,NA,4.06800000000001,207.339
17221f26f25553676910c8b1ead9e58040b81613f2f7925acebcb6c41bddd1cf,2021-05-21 10:54:59,part2_02.wav,NA,0,5,5,4.5,female,72,FALSE,TRUE,2021-05-21 10:38:46,0,de,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
d3c2ecba6f448775e84bea7243c23f381c94c73a4698a2080583252aeea221a4,2021-05-21 10:54:05,part2_02.wav,33.618,25,4,5,4.44444444444444,female,71.0833333333333,FALSE,TRUE,2021-05-21 10:39:47,0,de,NA,NA,NA,NA,NA,NA,NA,NA,16.3664166666667,426.412
d3c2ecba6f448775e84bea7243c23f381c94c73a4698a2080583252aeea221a4,2021-05-21 10:54:05,part2_02.wav,73.701,25,4,5,4.44444444444444,female,71.0833333333333,FALSE,TRUE,2021-05-21 10:39:47,0,de,NA,NA,NA,NA,NA,NA,NA,NA,16.3664166666667,426.412
d3c2ecba6f448775e84bea7243c23f381c94c73a4698a2080583252aeea221a4,2021-05-21 10:54:05,part2_02.wav,90.28,25,4,5,4.44444444444444,female,71.0833333333333,FALSE,TRUE,2021-05-21 10:39:47,0,de,NA,NA,NA,NA,NA,NA,NA,NA,16.3664166666667,426.412
d3c2ecba6f448775e84bea7243c23f381c94c73a4698a2080583252aeea221a4,2021-05-21 10:54:05,part2_02.wav,114.505,25,4,5,4.44444444444444,female,71.0833333333333,FALSE,TRUE,2021-05-21 10:39:47,0,de,NA,NA,NA,NA,NA,NA,NA,NA,16.3664166666667,426.412
d3c2ecba6f448775e84bea7243c23f381c94c73a4698a2080583252aeea221a4,2021-05-21 10:54:05,part2_02.wav,141.373,25,4,5,4.44444444444444,female,71.0833333333333,FALSE,TRUE,2021-05-21 10:39:47,0,de,NA,NA,NA,NA,NA,NA,NA,NA,16.3664166666667,426.412
d3c2ecba6f448775e84bea7243c23f381c94c73a4698a2080583252aeea221a4,2021-05-21 10:54:05,part2_02.wav,189.287,25,4,5,4.44444444444444,female,71.0833333333333,FALSE,TRUE,2021-05-21 10:39:47,0,de,NA,NA,NA,NA,NA,NA,NA,NA,16.3664166666667,426.412
d3c2ecba6f448775e84bea7243c23f381c94c73a4698a2080583252aeea221a4,2021-05-21 10:54:05,part2_02.wav,202.453,25,4,5,4.44444444444444,female,71.0833333333333,FALSE,TRUE,2021-05-21 10:39:47,0,de,NA,NA,NA,NA,NA,NA,NA,NA,16.3664166666667,426.412
d3c2ecba6f448775e84bea7243c23f381c94c73a4698a2080583252aeea221a4,2021-05-21 10:54:05,part2_02.wav,208.082,25,4,5,4.44444444444444,female,71.0833333333333,FALSE,TRUE,2021-05-21 10:39:47,0,de,NA,NA,NA,NA,NA,NA,NA,NA,16.3664166666667,426.412
d3c2ecba6f448775e84bea7243c23f381c94c73a4698a2080583252aeea221a4,2021-05-21 10:54:05,part2_02.wav,208.528,25,4,5,4.44444444444444,female,71.0833333333333,FALSE,TRUE,2021-05-21 10:39:47,0,de,NA,NA,NA,NA,NA,NA,NA,NA,16.3664166666667,426.412
d3c2ecba6f448775e84bea7243c23f381c94c73a4698a2080583252aeea221a4,2021-05-21 10:54:05,part2_02.wav,208.586,25,4,5,4.44444444444444,female,71.0833333333333,FALSE,TRUE,2021-05-21 10:39:47,0,de,NA,NA,NA,NA,NA,NA,NA,NA,16.3664166666667,426.412
d3c2ecba6f448775e84bea7243c23f381c94c73a4698a2080583252aeea221a4,2021-05-21 10:54:05,part2_02.wav,239.749,25,4,5,4.44444444444444,female,71.0833333333333,FALSE,TRUE,2021-05-21 10:39:47,0,de,NA,NA,NA,NA,NA,NA,NA,NA,16.3664166666667,426.412
d3c2ecba6f448775e84bea7243c23f381c94c73a4698a2080583252aeea221a4,2021-05-21 10:54:05,part2_02.wav,300.187,25,4,5,4.44444444444444,female,71.0833333333333,FALSE,TRUE,2021-05-21 10:39:47,0,de,NA,NA,NA,NA,NA,NA,NA,NA,16.3664166666667,426.412
d3c2ecba6f448775e84bea7243c23f381c94c73a4698a2080583252aeea221a4,2021-05-21 10:54:05,part2_02.wav,313.737,25,4,5,4.44444444444444,female,71.0833333333333,FALSE,TRUE,2021-05-21 10:39:47,0,de,NA,NA,NA,NA,NA,NA,NA,NA,16.3664166666667,426.412
d3c2ecba6f448775e84bea7243c23f381c94c73a4698a2080583252aeea221a4,2021-05-21 10:54:05,part2_02.wav,357.23,25,4,5,4.44444444444444,female,71.0833333333333,FALSE,TRUE,2021-05-21 10:39:47,0,de,NA,NA,NA,NA,NA,NA,NA,NA,16.3664166666667,426.412
d3c2ecba6f448775e84bea7243c23f381c94c73a4698a2080583252aeea221a4,2021-05-21 10:54:05,part2_02.wav,357.674,25,4,5,4.44444444444444,female,71.0833333333333,FALSE,TRUE,2021-05-21 10:39:47,0,de,NA,NA,NA,NA,NA,NA,NA,NA,16.3664166666667,426.412
d3c2ecba6f448775e84bea7243c23f381c94c73a4698a2080583252aeea221a4,2021-05-21 10:54:05,part2_02.wav,357.7,25,4,5,4.44444444444444,female,71.0833333333333,FALSE,TRUE,2021-05-21 10:39:47,0,de,NA,NA,NA,NA,NA,NA,NA,NA,16.3664166666667,426.412
d3c2ecba6f448775e84bea7243c23f381c94c73a4698a2080583252aeea221a4,2021-05-21 10:54:05,part2_02.wav,357.722,25,4,5,4.44444444444444,female,71.0833333333333,FALSE,TRUE,2021-05-21 10:39:47,0,de,NA,NA,NA,NA,NA,NA,NA,NA,16.3664166666667,426.412
d3c2ecba6f448775e84bea7243c23f381c94c73a4698a2080583252aeea221a4,2021-05-21 10:54:05,part2_02.wav,357.748,25,4,5,4.44444444444444,female,71.0833333333333,FALSE,TRUE,2021-05-21 10:39:47,0,de,NA,NA,NA,NA,NA,NA,NA,NA,16.3664166666667,426.412
d3c2ecba6f448775e84bea7243c23f381c94c73a4698a2080583252aeea221a4,2021-05-21 10:54:05,part2_02.wav,425.843,25,4,5,4.44444444444444,female,71.0833333333333,FALSE,TRUE,2021-05-21 10:39:47,0,de,NA,NA,NA,NA,NA,NA,NA,NA,16.3664166666667,426.412
d3c2ecba6f448775e84bea7243c23f381c94c73a4698a2080583252aeea221a4,2021-05-21 10:54:05,part2_02.wav,426.288,25,4,5,4.44444444444444,female,71.0833333333333,FALSE,TRUE,2021-05-21 10:39:47,0,de,NA,NA,NA,NA,NA,NA,NA,NA,16.3664166666667,426.412
d3c2ecba6f448775e84bea7243c23f381c94c73a4698a2080583252aeea221a4,2021-05-21 10:54:05,part2_02.wav,426.31,25,4,5,4.44444444444444,female,71.0833333333333,FALSE,TRUE,2021-05-21 10:39:47,0,de,NA,NA,NA,NA,NA,NA,NA,NA,16.3664166666667,426.412
d3c2ecba6f448775e84bea7243c23f381c94c73a4698a2080583252aeea221a4,2021-05-21 10:54:05,part2_02.wav,426.337,25,4,5,4.44444444444444,female,71.0833333333333,FALSE,TRUE,2021-05-21 10:39:47,0,de,NA,NA,NA,NA,NA,NA,NA,NA,16.3664166666667,426.412
d3c2ecba6f448775e84bea7243c23f381c94c73a4698a2080583252aeea221a4,2021-05-21 10:54:05,part2_02.wav,426.359,25,4,5,4.44444444444444,female,71.0833333333333,FALSE,TRUE,2021-05-21 10:39:47,0,de,NA,NA,NA,NA,NA,NA,NA,NA,16.3664166666667,426.412
d3c2ecba6f448775e84bea7243c23f381c94c73a4698a2080583252aeea221a4,2021-05-21 10:54:05,part2_02.wav,426.385,25,4,5,4.44444444444444,female,71.0833333333333,FALSE,TRUE,2021-05-21 10:39:47,0,de,NA,NA,NA,NA,NA,NA,NA,NA,16.3664166666667,426.412
d3c2ecba6f448775e84bea7243c23f381c94c73a4698a2080583252aeea221a4,2021-05-21 10:54:05,part2_02.wav,426.412,25,4,5,4.44444444444444,female,71.0833333333333,FALSE,TRUE,2021-05-21 10:39:47,0,de,NA,NA,NA,NA,NA,NA,NA,NA,16.3664166666667,426.412
2a28cd69561c367bade130e470d47042fc45a9e66ac46c6b132c95a32b9548d3,2021-05-21 11:02:10,part2_02.wav,27.585,10,3,4,6.44444444444444,male,23.1666666666667,FALSE,TRUE,2021-05-21 10:42:51,0,de,NA,NA,NA,NA,NA,NA,NA,NA,40.0697777777778,388.213
2a28cd69561c367bade130e470d47042fc45a9e66ac46c6b132c95a32b9548d3,2021-05-21 11:02:10,part2_02.wav,86.831,10,3,4,6.44444444444444,male,23.1666666666667,FALSE,TRUE,2021-05-21 10:42:51,0,de,NA,NA,NA,NA,NA,NA,NA,NA,40.0697777777778,388.213
2a28cd69561c367bade130e470d47042fc45a9e66ac46c6b132c95a32b9548d3,2021-05-21 11:02:10,part2_02.wav,93.43,10,3,4,6.44444444444444,male,23.1666666666667,FALSE,TRUE,2021-05-21 10:42:51,0,de,NA,NA,NA,NA,NA,NA,NA,NA,40.0697777777778,388.213
2a28cd69561c367bade130e470d47042fc45a9e66ac46c6b132c95a32b9548d3,2021-05-21 11:02:10,part2_02.wav,161.896,10,3,4,6.44444444444444,male,23.1666666666667,FALSE,TRUE,2021-05-21 10:42:51,0,de,NA,NA,NA,NA,NA,NA,NA,NA,40.0697777777778,388.213
2a28cd69561c367bade130e470d47042fc45a9e66ac46c6b132c95a32b9548d3,2021-05-21 11:02:10,part2_02.wav,204.576,10,3,4,6.44444444444444,male,23.1666666666667,FALSE,TRUE,2021-05-21 10:42:51,0,de,NA,NA,NA,NA,NA,NA,NA,NA,40.0697777777778,388.213
2a28cd69561c367bade130e470d47042fc45a9e66ac46c6b132c95a32b9548d3,2021-05-21 11:02:10,part2_02.wav,232.057,10,3,4,6.44444444444444,male,23.1666666666667,FALSE,TRUE,2021-05-21 10:42:51,0,de,NA,NA,NA,NA,NA,NA,NA,NA,40.0697777777778,388.213
2a28cd69561c367bade130e470d47042fc45a9e66ac46c6b132c95a32b9548d3,2021-05-21 11:02:10,part2_02.wav,267.577,10,3,4,6.44444444444444,male,23.1666666666667,FALSE,TRUE,2021-05-21 10:42:51,0,de,NA,NA,NA,NA,NA,NA,NA,NA,40.0697777777778,388.213
2a28cd69561c367bade130e470d47042fc45a9e66ac46c6b132c95a32b9548d3,2021-05-21 11:02:10,part2_02.wav,294.171,10,3,4,6.44444444444444,male,23.1666666666667,FALSE,TRUE,2021-05-21 10:42:51,0,de,NA,NA,NA,NA,NA,NA,NA,NA,40.0697777777778,388.213
2a28cd69561c367bade130e470d47042fc45a9e66ac46c6b132c95a32b9548d3,2021-05-21 11:02:10,part2_02.wav,315.218,10,3,4,6.44444444444444,male,23.1666666666667,FALSE,TRUE,2021-05-21 10:42:51,0,de,NA,NA,NA,NA,NA,NA,NA,NA,40.0697777777778,388.213
2a28cd69561c367bade130e470d47042fc45a9e66ac46c6b132c95a32b9548d3,2021-05-21 11:02:10,part2_02.wav,388.213,10,3,4,6.44444444444444,male,23.1666666666667,FALSE,TRUE,2021-05-21 10:42:51,0,de,NA,NA,NA,NA,NA,NA,NA,NA,40.0697777777778,388.213
791579f3902cb8625ec28373601582da264a6f2cabe3c2ae3ab10adfe01690c3,2021-05-21 11:02:03,part2_02.wav,26.965,24,3,5,6.5,male,57.4166666666667,FALSE,TRUE,2021-05-21 10:50:09,0,de,NA,NA,NA,NA,NA,NA,NA,NA,0.332608695652174,34.615
